=HYPERLINK("https://www.pbs.org/video/episode-3-kkkxme/";"Luisa Spagnoli - Queen of Chocolate, S01E03, Episode 3")			00:57:49			TV-MA	Unable to stop Luisa, Cravero launches an assault to put the Spagnolis out of business.
=HYPERLINK("https://www.pbs.org/video/episode-4-xrf4ih/";"Luisa Spagnoli - Queen of Chocolate, S01E04, Episode 4")			00:54:05			TV-MA	Having lived a successful life, Luisa's story comes to an inevitable end.
=HYPERLINK("https://www.pbs.org/show/miss-frimans-war/";"Miss Friman's War")	2	12		Drama	Swedish		Dagmar Friman returns to Sweden after spending some time in London. When she sees the poor quality of food in Stockholm, she decides to make a change. Inspired by true events. In Swedish.
=HYPERLINK("https://www.pbs.org/video/episode-1-hpscrd/";"Miss Friman's War, S01E01, Episode 1")			00:58:20			TV-MA	Dagmar’s suffragette ideals do not go down well back home in Sweden.
=HYPERLINK("https://www.pbs.org/video/episode-2-e1usnk/";"Miss Friman's War, S01E02, Episode 2")			00:58:27			TV-MA	The city's grocery retailers are determined to stop Dagmar from opening her store.
=HYPERLINK("https://www.pbs.org/video/episode-3-8eqdaz/";"Miss Friman's War, S01E03, Episode 3")			00:58:26			TV-MA	Dagmar grieves Ruben as she readies to open the shop; other grocers initiate a boycott.
=HYPERLINK("https://www.pbs.org/video/episode-4-ywwz99/";"Miss Friman's War, S01E04, Episode 4")			00:58:13			TV-MA	The women of Swedish Homes start to campaign for women's suffrage.
=HYPERLINK("https://www.pbs.org/video/episode-5-eohvnn/";"Miss Friman's War, S01E05, Episode 5")			00:58:13			TV-MA	Johannesson is elected to parliament; Kinna and Tomasina's relationship is in danger.
=HYPERLINK("https://www.pbs.org/video/episode-6-mapzb6/";"Miss Friman's War, S01E06, Episode 6")			00:58:13			TV-MA	Lottie's marriage is at a breaking point; Tora is pregnant with her first child.
=HYPERLINK("https://www.pbs.org/video/episode-1-toteok/";"Miss Friman's War, S02E01, Episode 1")			00:58:43			TV-MA	Swedish Homes is divided when young Britta is accused of prostitution. Kinna wants to help and defend her, but Dagmar wants to stay out of it.
=HYPERLINK("https://www.pbs.org/video/episode-2-ahriew/";"Miss Friman's War, S02E02, Episode 2")			00:58:43			TV-MA	Miss Friman and the others go after the system that victimizes innocent women on the street. Meanwhile, Jon struggles to look after his daughter.
=HYPERLINK("https://www.pbs.org/video/episode-3-npgsj2/";"Miss Friman's War, S02E03, Episode 3")			00:58:43			TV-MA	Britta is facing three months in prison for not reporting herself as a prostitute. Will Wikland manage to get away with it once again?
=HYPERLINK("https://www.pbs.org/video/episode-4-zywdvr/";"Miss Friman's War, S02E04, Episode 4")			00:58:42			TV-MA	The year is 1908. The labor movement is beginning to shake things up. After an attack during a picnic, Axel buys himself a gun to defend his family.
=HYPERLINK("https://www.pbs.org/video/episode-5-g1wgkj/";"Miss Friman's War, S02E05, Episode 5")			00:58:42			TV-MA	The men at the cannery are on strike. When the women join the strike, they receive an offer to run the machines instead. Meanwhile, Lottie and Ernst meet again.
=HYPERLINK("https://www.pbs.org/video/episode-6-pbenvp/";"Miss Friman's War, S02E06, Episode 6")			00:58:42			TV-MA	Rumors of diphtheria take a toll on Swedish Home. In response to the workers’ strike, Mrs. Blanck retaliates, bringing in new workers from England.
=HYPERLINK("https://www.pbs.org/show/nina/";"Nina")	2	18		Drama	French		Trainee nurse Nina must overcome plenty of obstacles in her private life, as a single mother, and at the hospital, as ex-wife of her own boss. In French.
=HYPERLINK("https://www.pbs.org/video/the-return-sfhxyf/";"Nina, S01E01, The Return")			00:48:34			TV-MA	On her first day as a trainee nurse, Nina questions the diagnosis of the head of the internal medicine service, who is none other than her ex-husband.
=HYPERLINK("https://www.pbs.org/video/for-better-or-for-worse-mqdmch/";"Nina, S01E02, For Better or For Worse")			00:51:08			TV-MA	Nina saves a surgeon whom she caught having sex with a 20-year-old nurse apprentice, but everyone believes the story to be quite different.
=HYPERLINK("https://www.pbs.org/video/bruised-heart-6cobvj/";"Nina, S01E03, Bruised Heart")			00:52:20			TV-MA	Nina is torn from her sleep on a day off by a phone call from her father's housekeeper: he felt unwell and was rushed to Madeleine Bres hospital.
=HYPERLINK("https://www.pbs.org/video/in-her-image-xwrkgj/";"Nina, S01E04, In Her Image")			00:51:38			TV-MA	Nina becomes attached to Louise, a young obese patient whom Proust casually treats, convinced that all her problems are due to her weight problems.
=HYPERLINK("https://www.pbs.org/video/way-out-00smwz/";"Nina, S01E05, Way Out")			00:48:20			TV-MA	While her department is overwhelmed by a flu epidemic, Nina finds Caroline, her best friend from high school, who has come to consult for her son.
=HYPERLINK("https://www.pbs.org/video/holding-on-too-tight-ejrr2w/";"Nina, S01E06, Holding on Too Tight")			00:49:50			TV-MA	Nina clashes once again with Dr. Proust over the case of Ali, a patient who came to end his days in the hospital, far from his mother.
=HYPERLINK("https://www.pbs.org/video/solitude-i4xx9d/";"Nina, S01E07, Solitude")			00:48:05			TV-MA	Nina and Leo help a young mother give birth on the street and bring her back to the hospital with her baby, but both look quite unwell.
=HYPERLINK("https://www.pbs.org/video/the-final-test-ozeicu/";"Nina, S01E08, The Final Test")			00:49:00			TV-MA	It's Nina's last day of training and she fears the worst from Proust. Among new difficult cases and drama, it’s verdict time for the young nurse.
=HYPERLINK("https://www.pbs.org/video/the-next-day-2j6bht/";"Nina, S02E01, The Next Day")			00:51:38			TV-MA	A derailed train brings a tsunami of patients to the hospital. It falls to Nina to care for Laurent, the driver of the train, devastated by the disaster he caused.
=HYPERLINK("https://www.pbs.org/video/second-chance-3msabj/";"Nina, S02E02, Second Chance")			00:52:02			TV-MA	Following an amputation, a young soldier combats fevers and a strange pain. Meanwhile, Nina discovers a secret one of Costa’s patients has been keeping, and a close friend suffers from alcoholism.
=HYPERLINK("https://www.pbs.org/video/bad-joke-ulrh63/";"Nina, S02E03, Bad Joke")			00:53:37			TV-MA	While Nina struggles with a development in her and Costa’s reconciliation, she must deal with pair of teenagers running amok in the ward.
=HYPERLINK("https://www.pbs.org/video/reconstruction-0tpw6i/";"Nina, S02E04, Reconstruction")			00:51:44			TV-MA	A secret between two brothers, at odds since the long-ago death of their mother, comes to light while they are hospitalized for typhoid treatment. Meanwhile, there's something about Pauline.
=HYPERLINK("https://www.pbs.org/video/the-hospital-and-its-ghosts-fbo0om/";"Nina, S02E05, The Hospital and Its Ghosts")			00:48:37			TV-MA	After undergoing surgery, Nina returns to work despite her doctors’ protestations. The climate in the hospital is tense and everyone is feeling the pressure.
=HYPERLINK("https://www.pbs.org/video/in-shock-lwm3km/";"Nina, S02E06, In Shock")			00:51:30			TV-MA	Nina finds Nadine unresponsive, and the entire team has difficulty with the prognosis--except Proust, who seems to feel nothing.
=HYPERLINK("https://www.pbs.org/video/motherhood-nph7xc/";"Nina, S02E07, Motherhood")			00:50:15			TV-MA	Nina and Costa cool toward each other as a new executive arrives to replace Nadine. Fortunately, Nina is distracted from the internal strife when she needs to help a patient receive a bone marrow transplant.
=HYPERLINK("https://www.pbs.org/video/daddy-where-are-you-dcj3gn/";"Nina, S02E08, Daddy, Where Are You?")			00:50:13			TV-MA	Despite facing the reality of Nadine’s death, life at the hospital must go on. Nina, Costa, Proust and Leo all find themselves navigating relationships between fathers and their children.
=HYPERLINK("https://www.pbs.org/video/in-the-ring-wif1ri/";"Nina, S02E09, In the Ring")			00:49:17			TV-MA	Nina comes under scrutiny from the family of a young patient she wasn’t able to save, while the hospital mobilizes to treat a family with mysterious symptoms before their disease can spread.
=HYPERLINK("https://www.pbs.org/video/auf-wiedersehen-rpnxnm/";"Nina, S02E10, Auf Wiedersehen")			00:48:58			TV-MA	While the entire team waits for news of the fate of Internal Medicine, Nina is forced to care Flora, her daughter’s friend, after a night of excess. But when Flora’s symptoms change, Nina must face difficult facts about her daughter.
=HYPERLINK("https://www.pbs.org/show/one-step-heaven/";"One Step From Heaven")	2	20		Drama	Italian		Visit the magical world of San Candido, where love, friendship, mysterious pasts, and the unpredictability of nature--animals and people--are intertwined. Part drama, part western, part police procedural--totally fascinating. In Italian.
=HYPERLINK("https://www.pbs.org/video/the-mask-of-the-devil-part-1-8rnoo5/";"One Step From Heaven, S01E01, The Mask of the Devil, Part 1")			00:54:33			TV-MA	Francesco arrives in San Candido to take control of the forestry corps just in time for a shocking discovery. Emma, a young ethologist, has also come to town to work on a wolf conservation project.
=HYPERLINK("https://www.pbs.org/video/the-mask-of-the-devil-part-2-wc6ixj/";"One Step From Heaven, S01E02, The Mask of the Devil, Part 2")			00:51:21			TV-MA	Zoe goes missing and it’s up to Francesco to find her. Meanwhile, Fedez makes it difficult for Eva to focus on her B&B.
=HYPERLINK("https://www.pbs.org/video/the-path-home-jbtvpk/";"One Step From Heaven, S01E03, The Path Home")			01:00:14			TV-MA	A young woman on vacation is found close to death. Francesco tries to convince Livia that The Master is dangerous. Meanwhile, Huber’s sister Cristina has come to San Candido to finalize her wedding plans.
=HYPERLINK("https://www.pbs.org/video/vertical-challenge-tgbegy/";"One Step From Heaven, S01E04, Vertical Challenge")			00:56:40			TV-MA	Francesco is taken hostage by drug traffickers found in the mountains after an emergency landing. Things get complicated when Emma gets involved. Meanwhile, Vincenzo must face his suspicion that Eva is cheating on him with Fedez.
=HYPERLINK("https://www.pbs.org/video/the-accusation-gzw2b9/";"One Step From Heaven, S01E05, The Accusation")			00:57:00			TV-MA	Francesco finds himself in the middle of an investigation, accused of attacking a local woman. Even Emma questions his innocence. Vincenzo, to save his relationship with Eva, is ready to try anything.
=HYPERLINK("https://www.pbs.org/video/the-trap-55rfif/";"One Step From Heaven, S01E06, The Trap")			00:55:17			TV-MA	A doctor is abducted with military precision, and Francesco wonders why the doctor received such professional attention. Meanwhile, Vincenzo’s mother arrives in San Candido and is giving Eva a real run for her money.
=HYPERLINK("https://www.pbs.org/video/sacred-fire-mneyqo/";"One Step From Heaven, S01E07, Sacred Fire")			00:53:25			TV-MA	On the night of the Sacred Heart festival, a sculptor from San Candido is found dead inside his burning home, his work stolen. Francesco calls Livia into the investigation, allowing the two of them to share some moments of closeness.
=HYPERLINK("https://www.pbs.org/video/free-spirits-qr4zvm/";"One Step From Heaven, S01E08, Free Spirits")			01:00:05			TV-MA	A naturalist photographer is found close to death, and he may have been attacked by a tiger. Livia falls ill and refuses to go to the hospital. Eva must film a nude scene with Fedez but can’t summon up the courage to tell Vincenzo.
=HYPERLINK("https://www.pbs.org/video/beyond-infinity-yn88vh/";"One Step From Heaven, S01E09, Beyond Infinity")			00:55:18			TV-MA	A young base jumper crashes during a flight. Was it really just a fatal accident or is something else going on? Emma and Francesco work closely to heal Zoe’s sick horse. Vincenzo and Eva have a huge fight.
=HYPERLINK("https://www.pbs.org/video/the-girl-in-the-lake-1xju6k/";"One Step From Heaven, S01E10, The Girl in the Lake")			01:04:21			TV-MA	Eleonora’s body resurfaces in a lake and the investigation picks up steam. Francesco tries to help Zoedeal with her pain. Vincenzo is left speechless when a young man shows up in San Candido convinced Vincenzo is his father!
=HYPERLINK("https://www.pbs.org/video/sleeping-beauty-qdj98y/";"One Step From Heaven, S02E01, Sleeping Beauty")			01:04:40			TV-MA	With Emma in hospital, Francesco helps solve a mystery surrounding a haunted castle. Meanwhile, a woman is found after what seems like a hit-and-run.
=HYPERLINK("https://www.pbs.org/video/innocent-prey-glzkff/";"One Step From Heaven, S02E02, Innocent Prey")			00:57:07			TV-MA	A man is shot in the forest. A hunting accident? The shooter is still at large. At the B&B, Vincenzo tries to close down the business.
=HYPERLINK("https://www.pbs.org/video/the-wolf-man-39ljbe/";"One Step From Heaven, S02E03, The Wolf Man")			00:59:24			TV-MA	The police rush to investigate a dead body in the woods. When they get there, the corpse is missing. Could the hunter have something to do with it?
=HYPERLINK("https://www.pbs.org/video/roots-apngwv/";"One Step From Heaven, S02E04, Roots")			01:05:08			TV-MA	Emma gets a blast from the past. Cristina and Vincenzo wake up after a wild night out. At the police station, a woman reports her son missing.
=HYPERLINK("https://www.pbs.org/video/blood-ties-natadh/";"One Step From Heaven, S02E05, Blood Ties")			01:04:20			TV-MA	Martino’s uncle is found unconscious in the woods. Taking the advice of the doctors, Emma moves to the city to lead a more stable life.
=HYPERLINK("https://www.pbs.org/video/biting-agony-loeqcg/";"One Step From Heaven, S02E06, Biting Agony")			01:00:48			TV-MA	A researcher studying antidotes for snake bites is found close to death in her lab, covered in snakes. Francesco and Livia begin to reconnect.
=HYPERLINK("https://www.pbs.org/video/the-choice-feihwz/";"One Step From Heaven, S02E07, The Choice")			01:00:52			TV-MA	A maid working for one of the area’s richest families is found buried in a shallow grave. Meanwhile, Eva and Cristina fight for Vincenzo’s attention.
=HYPERLINK("https://www.pbs.org/video/mortal-injury-kb5tqg/";"One Step From Heaven, S02E08, Mortal Injury")			00:57:18			TV-MA	Francesco and Emma try to avoid each other. When a ranger is shot in a parking lot, the team bands together in search of the attacker.
=HYPERLINK("https://www.pbs.org/video/the-face-of-the-devil-part-1-l3mwly/";"One Step From Heaven, S02E09, The Face of the Devil, Part 1")			00:58:10			TV-MA	Cristina’s attempts to sabotage the B&B seem to pay off. Despite all the evidence against Tomasso, Francesco isn’t convinced he is the perpetrator.
=HYPERLINK("https://www.pbs.org/video/the-face-of-the-devil-part-2-vd9l3e/";"One Step From Heaven, S02E10, The Face of the Devil, Part 2")			01:06:50			TV-MA	With pressure from the prosecutor to close the case, Francesco is sure they’re still missing something. Can he find the missing piece of the puzzle?
=HYPERLINK("https://www.pbs.org/show/our-miracle-years/";"Our Miracle Years")	1	6		Drama	German		Follow three sisters of an industrialist family in post-war Germany. In a politically, morally and economically destroyed country, these young women reinvent themselves and set the course for their future. From &quot;Walter Presents,&quot; in German.
=HYPERLINK("https://www.pbs.org/video/episode-1-tvyzhg/";"Our Miracle Years, S01E01, Episode 1")			00:46:06			TV-MA	Summer 1948: The D-Mark is introduced, delighting sisters Ulla, Gundel and Margot. A new phase of post-war life begins for the three sisters.
=HYPERLINK("https://www.pbs.org/video/episode-2-s3al8h/";"Our Miracle Years, S01E02, Episode 2")			00:48:00			TV-MA	Ulla is accepted to medical school in Tubingen. Gundel’s father refuses to let her run the family company and Gundel seeks revenge on Ulla.
=HYPERLINK("https://www.pbs.org/video/episode-3-h1snqp/";"Our Miracle Years, S01E03, Episode 3")			00:48:26			TV-MA	Eduard Wolf is on trial for war crimes. Ulla wants to prove his innocence. Until further notice, Gundel will run the family business.
=HYPERLINK("https://www.pbs.org/video/episode-4-vzma7v/";"Our Miracle Years, S01E04, Episode 4")			00:47:17			TV-MA	The old feelings between Ulla and Tommy flare up again in East Berlin. But there is too much division between them.
=HYPERLINK("https://www.pbs.org/video/episode-5-vilghj/";"Our Miracle Years, S01E05, Episode 5")			00:48:43			TV-MA	Margot marries Bocker. As the new managing director of United Metal Works, he wants to have ammunition manufactured.
=HYPERLINK("https://www.pbs.org/video/episode-6-ktg7td/";"Our Miracle Years, S01E06, Episode 6")			00:46:56			TV-MA	After almost a week in which no one has heard from Bocker, he suddenly appears again. He makes accusations that Margot betrayed him.
=HYPERLINK("https://www.pbs.org/show/paradise-walter-presents/";"Paradise")	4	40		Drama	Italian		Paradise is a profound drama portraying tightknit relationships between workers at a store amidst the societal expectations of the 1950s. In Italian.
=HYPERLINK("https://www.pbs.org/video/a-new-beginning-teuqmh/";"Paradise, S01E01, Summer in the Winter")			00:50:55			TV-MA	As new employee Teresa works on the opening of the Paradiso, an argument between Pietro Mori and Mandelli leads to a dramatic collapse.
=HYPERLINK("https://www.pbs.org/video/miss-paradise-qxztc3/";"Paradise, S01E02, Never Give Up")			00:56:15			TV-MA	In the wake of Mandelli’s death, struggles for power and the ownership of the Paradise arise as Andreina hungers for revenge.
=HYPERLINK("https://www.pbs.org/video/marcinelle-nsqva4/";"Paradise, S01E03, Responsibility")			00:53:09			TV-MA	As business slows at the Paradiso and competition increases, Rose continues to consolidate her position despite Mori’s efforts.
=HYPERLINK("https://www.pbs.org/video/beauties-on-bicycle-pcfsvu/";"Paradise, S01E04, South Week")			00:53:08			TV-MA	While Andreina tries to disrupt the Paradiso’s business, jealousy brews among the different lovers as feelings resurface and sow doubt.
=HYPERLINK("https://www.pbs.org/video/a-tender-scoundrel-dxzwpy/";"Paradise, S01E05, Beauty for Everyone")			00:53:49			TV-MA	After reconciling with her parents, Teresa is able to accomplish her dream. Meanwhile Vittoria and Andreina grow closer amid their plotting.
=HYPERLINK("https://www.pbs.org/video/the-week-of-san-remigio-xl9oao/";"Paradise, S01E06, Fireflies and Dreams")			00:53:20			TV-MA	Unwilling to be a party to Andreina’s ruthlessness, Vittorio switches sides in a surprising turn of events to help Mori.
=HYPERLINK("https://www.pbs.org/video/queens-for-a-day-4ttuuu/";"Paradise, S01E07, Liberation")			00:50:00			TV-MA	Neglect leads Teresa to revisit old feelings and focus her energy on helping young Maria achieve her dream, while also saving the Paradiso.
=HYPERLINK("https://www.pbs.org/video/double-or-nothing-jmy3pr/";"Paradise, S01E08, Desperate Times Call for Drastic Action")			00:58:20			TV-MA	As Rose exploits the tension between Teresa and Mori, the Lancia Appia launch draws near and a discovery about the Countess reveals a tragic history.
=HYPERLINK("https://www.pbs.org/video/also-men-go-to-paradiso-kesnq7/";"Paradise, S01E09, The Kiss")			00:54:01			TV-MA	As Mori tries to expand into menswear and the Rockefeller deal draws closer, difficult decisions must be made or there’s a risk of losing everything.
=HYPERLINK("https://www.pbs.org/video/new-partnerships-sgt9yv/";"Paradise, S01E10, Like a Family")			00:54:38			TV-MA	After Roberto and Elsa save the opening event for the new department, Teresa and Vittoria reconcile on the road trip to Milan.
=HYPERLINK("https://www.pbs.org/video/dreams-are-wishes-llv3vd/";"Paradise, S02E01, Dreams Are Wishes")			00:50:17			TV-MA	Pietro holds an art exhibition at the Paradise as Andreina’s father tries to end their relationship. Teresa's brother gets into trouble with the law.
=HYPERLINK("https://www.pbs.org/video/mothers-day-5rxsxr/";"Paradise, S02E02, Mother's Day")			00:56:02			TV-MA	Pietro launches a new Paradise initiative for Mother's Day. Vittorio attempts to reconcile with his brother.
=HYPERLINK("https://www.pbs.org/video/men-half-men-mediocre-men-and-futile-men-2uwvfs/";"Paradise, S02E03, Men, Half Men, Mediocre Men and Futile Men")			00:54:43			TV-MA	Teresa tells her friends about Vittorio. Pietro tries to keep attracting customers past the usual hours.
=HYPERLINK("https://www.pbs.org/video/trial-by-fire-0fz7gd/";"Paradise, S02E04, Trial By Fire")			00:51:19			TV-MA	The attack on Vittorio brings him even closer to Teresa, who has herself been a victim.
=HYPERLINK("https://www.pbs.org/video/heart-and-mind-hlwiqp/";"Paradise, S02E05, Heart and Mind")			00:52:05			TV-MA	Andreina's jealousy is unleashed as Pietro and Teresa spend more time together after the assault on Teresa.
=HYPERLINK("https://www.pbs.org/video/you-can-make-it-qs6edj/";"Paradise, S02E06, You Can Make It")			00:58:36			TV-MA	Vittorio attempts to convince Teresa to become a designer, and she eventually shows her drawings to Pietro.
=HYPERLINK("https://www.pbs.org/video/the-moment-to-decide-0mghsn/";"Paradise, S02E07, The Moment to Decide")			00:53:03			TV-MA	Mr. Mandelli is still looking for evidence against Pietro. When nothing is found, he instructs his henchman to kill him.
=HYPERLINK("https://www.pbs.org/video/obstacles-9wwach/";"Paradise, S02E08, Obstacles")			00:52:15			TV-MA	Vittorio tries to declare his love to Teresa. Pietro is getting tired of his own lies.
=HYPERLINK("https://www.pbs.org/video/andrea-doria-fzgsun/";"Paradise, S02E09, Andrea Doria")			00:49:03			TV-MA	Pietro declares his love to Teresa as the catastrophic sinking of the ANDREA DORIA touches many lives at the shop.
=HYPERLINK("https://www.pbs.org/video/the-whole-truth-zih2pp/";"Paradise, S02E10, The Whole Truth")			00:56:39			TV-MA	Pietro disappears as Teresa discovers his secret and the situation at the Paradise seems worse than ever. Vittorio saves the day with a creative idea.
=HYPERLINK("https://www.pbs.org/video/a-new-beginning-pwfhhk/";"Paradise, S03E01, A New Beginning")			00:58:03			TV-MA	Despite numerous articles tarnishing his reputation and the shocking return of his ex-wife, Mori is preparing to reopen Paradise. He proposes to Teresa, assuring her that there is nothing between him and Rose, and she accepts.
=HYPERLINK("https://www.pbs.org/video/miss-paradise-m27srp/";"Paradise, S03E02, Miss Paradise")			00:57:25			TV-MA	The advertising staff organizes a beauty contest among the Venuses. Mori shows up at Mandelli’s funeral and attempts to make peace with Andreina. Meanwhile, Rose offers to buy out Jacobi’s shares in the store.
=HYPERLINK("https://www.pbs.org/video/marcinelle-qqvvrk/";"Paradise, S03E03, Marcinelle")			00:57:49			TV-MA	Business is poor after the Jacobi scandal, and the employees wonder who is in charge: Mori or Rose? Andreina tries to sway the Rockefeller company to open a new department store across from the Paradise. Teresa makes an important decision.
=HYPERLINK("https://www.pbs.org/video/venus-with-wheels-159bgj/";"Paradise, S03E04, Venus with Wheels")			01:01:01			TV-MA	The Ladies’ Paradise launches a home-delivery service. Andreina continues her efforts to undermine the store. Vittorio and Mori clash, prompting Vittorio to join forces with Andreina. Teresa harbors doubts about Mori’s feelings for her.
=HYPERLINK("https://www.pbs.org/video/a-sweet-scoundrel-bcbmey/";"Paradise, S03E05, A Sweet Scoundrel")			00:56:59			TV-MA	Teresa’s parents break with her, but she decides to turn their dismissal into an opportunity. Mantovani searches for the daughter she gave up for adoption, and Andreina and Vittorio arrive at a turning point in their relationship.
=HYPERLINK("https://www.pbs.org/video/st-remigius-week-lesktq/";"Paradise, S03E06, St. Remigius Week")			00:56:36			TV-MA	At Mantovani’s suggestion, Anna returns to work at the Paradise as the accountant’s assistant. Vittorio is horrified to learn the full extent of Andreina’s scheme and the lengths to which she will go to get revenge on Mori.
=HYPERLINK("https://www.pbs.org/video/queens-for-a-day-rqrpob/";"Paradise, S03E07, Queens for a Day")			00:56:00			TV-MA	Solely focused on his new business scheme, Mori neglects Teresa, who worries about his growing closeness with Rose. Andreina and Vittorio work to publicize the Lancia Appia car, and Teresa’s efforts to help a young woman give her an idea.
=HYPERLINK("https://www.pbs.org/video/double-or-quits-6rzdhj/";"Paradise, S03E08, Double or Quits")			00:58:04			TV-MA	As Vittorio returns to the Paradise to work on the Lancia Appia presentation, everyone is pleased but Mori, who frets over his old rival’s intimacy with Teresa. Meanwhile, warehouse manager Corrado appears on a game show.
=HYPERLINK("https://www.pbs.org/video/even-men-go-to-paradise-xeaxxd/";"Paradise, S03E09, Even Men Go to Paradise")			00:55:16			TV-MA	Mori announces his intention to open a menswear department, but finding tailors is not as easy as it seems. The Rockefeller deal is nearing completion, but Andreina discovers something that makes her question her plans.
=HYPERLINK("https://www.pbs.org/video/new-partnerships-z51xdo/";"Paradise, S03E10, New Partnerships")			00:57:49			TV-MA	With Teresa at the factory in Biella, overseeing the production of the men’s collection, and Mori in Milan, working with Rose on the Rockefeller deal, the couple feels the distance in more ways than just mileage.
=HYPERLINK("https://www.pbs.org/video/the-american-dream-c1mgi6/";"Paradise, S04E01, The American Dream")			00:55:18			TV-MA	American Week begins at the Paradise, treating customers to Hollywood stars, a motorcycle and more. Blue jeans reignite the conflict between Mori and Vittorio. Meanwhile, everyone in Italy is following the situation in Hungary with concern.
=HYPERLINK("https://www.pbs.org/video/god-save-hungary-prd8hf/";"Paradise, S04E02, God Save Hungary")			00:58:41			TV-MA	The crisis in Budapest has cast a shadow on Milan and the Paradise is deserted: no one feels like shopping. But Teresa turns things around by suggesting collection points in the store for clothes, money and even blood to be sent to Hungary.
=HYPERLINK("https://www.pbs.org/video/paradise-lost-shyrhd/";"Paradise, S04E03, Paradise Lost")			00:54:54			TV-MA	With Rose out of Milan, Teresa and Mori can reconnect. Mori surprises Teresa with a trip to Castelbuono, but Rose returns to lure Mori to Rome--and Rockefeller--instead. Abandoning Teresa and the Paradise, though, has dire consequences.
=HYPERLINK("https://www.pbs.org/video/the-sun-of-paradise-gotz1x/";"Paradise, S04E04, The Sun of Paradise")			00:54:57			TV-MA	Pietro learns of the robbery and must choose between Paradise and Teresa or Rose and Rockfeller. As Teresa recovers from the shock, but is increasingly in doubt: is a man like Pietro Mori really the man she wants by her side?
=HYPERLINK("https://www.pbs.org/video/the-duel-gig0g5/";"Paradise, S04E05, The Duel")			00:54:42			TV-MA	There will be an exhibition of fencing champions at the Paradise to celebrate the Italian Olympic medals in Melbourne. Jealousy between Mori and Vittorio builds and the exhibition becomes a real duel. Meanwhile, the police find Rose’s body.
=HYPERLINK("https://www.pbs.org/video/presumed-innocent-pi11f7/";"Paradise, S04E06, Presumed Innocent")			00:57:01			TV-MA	The investigation into Rose’s death continues. Despite evidence against him, Mori continues to deny the night he spent with his ex-wife so that Teresa doesn’t learn of his betrayal. In Biella, the Mori factory is at risk of flooding.
=HYPERLINK("https://www.pbs.org/video/christmas-spirit-eiy3xu/";"Paradise, S04E07, Christmas Spirit")			00:51:28			TV-MA	Christmas is approaching and Teresa wants to spend it with her parents. Her distance from Mori stokes her sadness, especially while those around her are happy. To make matters worse, the tenants of the Countess’s palace face eviction.
=HYPERLINK("https://www.pbs.org/video/christmas-at-paradise-koofnd/";"Paradise, S04E08, Christmas at Paradise")			01:01:40			TV-MA	Teresa and Mori try to spend the holiday together, now that her parents finally approve of the couple. Mori has the money to buy the Countess's building, but his mysterious benefactor is not who he claims to be.
=HYPERLINK("https://www.pbs.org/video/end-of-year-sales-and-audit-atturs/";"Paradise, S04E09, End of Year Sales and Audit")			01:01:44			TV-MA	Caught between Jacobi and the Countess, Mori, finally confesses his situation to Teresa. Struck by his sincerity, Teresa offers to work with Mori for a solution. The situation seems hopeless but Teresa has an idea.
=HYPERLINK("https://www.pbs.org/video/countdown-pcj2is/";"Paradise, S04E10, Countdown")			00:57:13			TV-MA	The shop now in Jacobi’s hands, Mori oversees the New Year’s Eve preparations with sadness. When an ambush fails to capture Jacobi, Mori must settle his debt or Teresa will be killed. It is a race towards a long-awaited reckoning.
=HYPERLINK("https://www.pbs.org/show/professor-t/";"Professor T (Belgian)")	3	39		Drama	Flemish		Eccentric criminal psychology Professor T has a brilliant mind, but also several neurological disorders which make him complex and often difficult, with a very unpredictable nature. Along with his trusted colleagues Annelies and Daan, they form a team of high-powered advisors that the Antwerp Homicide Department comes to rely on. In Flemish.
=HYPERLINK("https://www.pbs.org/video/three-oak-campus-pydraj/";"Professor T (Belgian), S01E01, Three Oak Campus")			00:54:53			TV-14	A girl is raped on an Antwerp university campus in circumstances identical to an unsolved case from 10 years earlier. Inspector Annelies Donckers calls upon her former criminal psychology professor Jasper Teerlinck to help crack the impossible case. Simultaneously expert and eccentric, his curious methods ruffle a few feathers along the way. In Flemish with English subtitles.
=HYPERLINK("https://www.pbs.org/video/a-fatal-mistake-uoyljk/";"Professor T (Belgian), S01E02, A Fatal Mistake")			00:54:21			TV-14	A university's chief librarian is poisoned, but police believe he may have been the wrong target. Their fears are confirmed when they discover another victim. Professor T is summoned to help solve the crime, much to the horror of Chief Inspector Rabet, who is yet to be convinced by Professor T's controversial ways. In Flemish with English subtitles.
=HYPERLINK("https://www.pbs.org/video/the-inspection-ksjbzc/";"Professor T (Belgian), S01E03, The Inspection")			00:52:23			NR	The chairwoman of the school's inspection team is murdered. At first, it looks like a robbery gone wrong, but Professor T is convinced the school principal is somehow involved. Annelies and Daan confront Rabet over his increasing drinking problem, but agree not to tell the commissioner. Meanwhile, Annelies opens up to Daan about her father's Alzheimer's disease. In Flemish with English subtitles.
=HYPERLINK("https://www.pbs.org/video/double-life-wixcay/";"Professor T (Belgian), S01E04, Double Life")			00:53:16			TV-14	The police investigate the disappearance of a first-year law student with several secrets to hide. Meanwhile, Professor T is visited by a call girl and makes a special arrangement. Daan begins to suspect Annelies has a boyfriend, but she soon puts him straight. Meanwhile, Inspector Rabet's drinking problem is getting worse, and Annelies loses her temper. In Flemish with English subtitles.
